glyph_name,ps_name,sort_final_cdg,sort_final_a,assoc_feat_cdg,assoc_feat_a,assoc_feat_val,assoc_uids_cdg,assoc_uids_a,temp_usv,glyphsapp_name,to_review
LtnSmClosedOpnE,uni029A,1433.1,1433.1,,,,,,029A,eopenclosed,
LtnSmClosedRevOpnE,uni025E,1434.1,1434.1,,,,,,025E,eopenreversedclosed,
LtnSupSmClosedRevOpnE,u1078F,1434.22,1434.22,,,,,,1078F,eopenreversedmod,
CySmRevZe,uni0511,1435.1,1435.1,,,,,,0511,reversedze-cy,
CySmZe,uni0437,1440.1,1440.1,,,,,,0437,ze-cy,
CySubSmZe,u1E058,1440.11,1440.11,,,,,,1E058,zesubscript-cy,
ModCySmZe,u1E037,1440.12,1440.12,,,,,,1E037,zemod-cy,
CySmZeDiaer,uni04DF,1440.36,1440.36,,,,,,04DF,zedieresis-cy,
CySmZeDesc,uni0499,1440.65,1440.65,,,,,,0499,zedescender-cy,
CySmKomiDzje,uni0507,1441.1,1441.1,,,,,,0507,komidzje-cy,
CySmKomiZje,uni0505,1442.1,1442.1,,,,,,0505,komizje-cy,
CyCapIe,uni0415,1450.15,1450.15,,,,,,0415,Ie-cy,
GrCapEpsilon,Epsilon,1450.16,1450.16,,,,,,0395,Epsilon,NotInUfo
ModCapE,uni1D31,1450.23,1450.23,,,,,,1D31,Emod,
LtnSmCapE,uni1D07,1450.26,1450.26,,,,,,1D07,Esmall,
CyCapIeGrave,uni0400,1450.31315,1450.31315,,,,,,0400,Iegrave-cy,
LtnCapEDblGrave,uni0204,1450.314,1450.314,,,,,,0204,Edblgrave,
LtnCapECircumAcute,uni1EBE,1450.32311,1450.32311,,,,,,1EBE,Ecircumflexacute,
LtnCapECircumAcute.VN,uni1EBE.VN,1450.323111,1450.323111,cv75,cv75,,1EBE,1EBE,,Ecircumflexacute.VN,
LtnCapECircumGrave,uni1EC0,1450.32313,1450.32313,,,,,,1EC0,Ecircumflexgrave,
LtnCapECircumGrave.VN,uni1EC0.VN,1450.323131,1450.323131,cv75,cv75,,1EC0,1EC0,,Ecircumflexgrave.VN,
LtnCapECircumTilde,uni1EC4,1450.3234,1450.3234,,,,,,1EC4,Ecircumflextilde,
LtnCapECircumTilde.VN,uni1EC4.VN,1450.32341,1450.32341,cv75,cv75,,1EC4,1EC4,,Ecircumflextilde.VN,
LtnCapECircumHookAbv,uni1EC2,1450.3238,1450.3238,,,,,,1EC2,Ecircumflexhookabove,
LtnCapECircumHookAbv.VN,uni1EC2.VN,1450.32381,1450.32381,cv75,cv75,,1EC2,1EC2,,Ecircumflexhookabove.VN,
LtnCapECircumDotBlw,uni1EC6,1450.32471,1450.32471,,,,,,1EC6,Ecircumflexdotbelow,
LtnCapEInvBreve,uni0206,1450.331,1450.331,,,,,,0206,Einvertedbreve,
LtnCapEBreve,Ebreve,1450.332,1450.332,,,,,,0114,Ebreve,
CyCapIeBreve,uni04D6,1450.333,1450.333,,,,,,04D6,Iebreve-cy,
LtnCapECaron,Ecaron,1450.334,1450.334,,,,,,011A,Ecaron,
LtnCapETilde,uni1EBC,1450.34,1450.34,,,,,,1EBC,Etilde,
LtnCapEMacron,Emacron,1450.35,1450.35,,,,,,0112,Emacron,
LtnCapEMacronAcute,uni1E16,1450.35311,1450.35311,,,,,,1E16,Emacronacute,
LtnCapEMacronGrave,uni1E14,1450.35313,1450.35313,,,,,,1E14,Emacrongrave,
CyCapIo,uni0401,1450.3615,1450.3615,,,,,,0401,Io-cy,
LtnCapEDotAbv,Edotaccent,1450.371,1450.371,,,,,,0116,Edotaccent,
LtnCapEHookAbv,uni1EBA,1450.38,1450.38,,,,,,1EBA,Ehookabove,
LtnCapECircumBlw,uni1E18,1450.42,1450.42,,,,,,1E18,Ecircumflexbelow,
LtnCapETildeBlw,uni1E1A,1450.44,1450.44,,,,,,1E1A,Etildebelow,
LtnCapEDotBlw,uni1EB8,1450.471,1450.471,,,,,,1EB8,Edotbelow,
LtnCapECedilla,uni0228,1450.61,1450.61,,,,,,0228,Ecedilla,
LtnCapECedillaBreve,uni1E1C,1450.61332,1450.61332,,,,,,1E1C,Ecedillabreve,
LtnCapEOgonek,Eogonek,1450.62,1450.62,,,,,,0118,Eogonek,
LtnCapEOgonek.RetroHook,Eogonek.RetroHook,1450.63,1450.63,cv76,cv76,,0118,0118,,Eogonek.RetroHook,
LtnCapEStrk,uni0246,1450.75,1450.75,,,,,,0246,Estroke,
LtnSmCapTurnedE,uni2C7B,1451.1,1451.1,,,,,,2C7B,Esmallturned,
CyCapAbkhasChe,uni04BC,1460.1,1460.1,,,,,,04BC,Cheabkhasian-cy,
CyCapAbkhasCheDesc,uni04BE,1460.62,1460.62,,,,,,04BE,Chedescenderabkhasian-cy,
LtnCapRevE,uni018E,1470.1,1470.1,,,,,,018E,Eturned,
ThereExists,existential,1470.12,1470.12,,,,,,2203,existential,
ThereDoesNotExist,uni2204,1470.1275,1470.1275,,,,,,2204,theredoesnotexist,
ModCapRevE,uni1D32,1470.22,1470.22,,,,,,1D32,EReversedmod,
LtnCapSchwa,uni018F,1475.1,1475.1,,,,,,018F,Schwa,
CyCapSchwa,uni04D8,1475.15,1475.15,,,,,,04D8,Schwa-cy,
CyCapSchwaDiaer,uni04DA,1475.361,1475.361,,,,,,04DA,Schwadieresis-cy,
LtnCapOpnE,uni0190,1480.1,1480.1,,,,,,0190,Eopen,
LtnCapRevOpnE,uniA7AB,1481.1,1481.1,,,,,,A7AB,Eopenreversed,
CyCapRevZe,uni0510,1485.1,1485.1,,,,,,0510,Reversedze-cy,
CyCapZe,uni0417,1490.1,1490.1,,,,,,0417,Ze-cy,
CyCapZeDiaer,uni04DE,1490.36,1490.36,,,,,,04DE,Zedieresis-cy,
CyCapZeDesc,uni0498,1490.65,1490.65,,,,,,0498,Zedescender-cy,
CyCapKomiDzje,uni0506,1491.1,1491.1,,,,,,0506,Komidzje-cy,
CyCapKomiZje,uni0504,1492.1,1492.1,,,,,,0504,Komizje-cy,
LtnSmF.SItal,f.SItal,1500.11,1500.11,ss05,ss05,,0066,0066,,f.SItal,
LtnSupSmF,uni1DA0,1500.22,1500.22,,,,,,1DA0,fmod,
LtnSmFDotAbv,uni1E1F,1500.371,1500.371,,,,,,1E1F,fdotaccent,
LtnSmFDotAbv.SItal,uni1E1F.SItal,1500.37111,1500.37111,ss05,ss05,,1E1F,1E1F,,fdotaccent.SItal,
LtnSmFPalHook,uni1D82,1500.65,1500.65,,,,,,1D82,fpalatalhook,
LtnSmFMiddleTilde,uni1D6E,1500.72,1500.72,,,,,,1D6E,fmiddletilde,
LtnSmFHookStrk,uniA799,1500.9,1500.9,,,,,,A799,fStroke,
LtnLigSmFSmI,f_i,1510.1,1510.1,,,,0066 0069 ,0066 0069,,,NotInGlyphsApp
LtnLigSmFSmI.SItal,f_i.SItal,1510.11,1510.11,ss05,ss05,,0066 0069 ,0066 0069,,,NotInGlyphsApp
LtnLigSmFSmI.TailI,f_i.TailI,1510.76,1510.76,,cv31,,,0066 0069,,,NotInGlyphsApp
LtnSmLigFi.TailI,fi.TailI,1511.76,1511.76,,cv31,,,FB01,,fi.TailI,
LtnLigSmFSmL,f_l,1512.1,1512.1,,,,0066 006C ,0066 006C,,,NotInGlyphsApp
LtnLigSmFSmL.SItal,f_l.SItal,1512.11,1512.11,ss05,ss05,,0066 006C ,0066 006C,,,NotInGlyphsApp
LtnLigSmFSmL.TailL,f_l.TailL,1512.76,1512.76,,cv39,,,0066 006C,,,NotInGlyphsApp
LtnSmLigFl.TailL,fl.TailL,1513.76,1513.76,,cv39,,,FB02,,fl.TailL,
LtnLigSmFSmFSmI,f_f_i,1514.1,1514.1,,,,0066 0066 0069,0066 0066 0069,,,NotInGlyphsApp
LtnLigSmFSmFSmI.SItal,f_f_i.SItal,1514.11,1514.11,ss05,ss05,,0066 0066 0069,0066 0066 0069,,,NotInGlyphsApp
LtnLigSmFSmFSmI.TailI,f_f_i.TailI,1514.76,1514.76,,cv31,,,0066 0066 0069,,,NotInGlyphsApp
LtnSmLigFfi,ffi,1515.1,1515.1,,,,,,,,NotInGlyphsApp
LtnSmLigFfi.TailI,ffi.TailI,1515.76,1515.76,,cv31,,,FB03,,,NotInGlyphsApp
LtnLigSmFSmFSmL,f_f_l,1516.1,1516.1,,,,0066 0066 006C,0066 0066 006C,,,NotInGlyphsApp
LtnLigSmFSmFSmL.SItal,f_f_l.SItal,1516.11,1516.11,ss05,ss05,,0066 0066 006C,0066 0066 006C,,,NotInGlyphsApp
LtnLigSmFSmFSmL.TailL,f_f_l.TailL,1516.76,1516.76,,cv39,,,0066 0066 006C,,,NotInGlyphsApp
LtnSmLigFfl,ffl,1517.1,1517.1,,,,,,,,NotInGlyphsApp
LtnSmLigFfl.TailL,ffl.TailL,1517.76,1517.76,,cv39,,,FB04,,,NotInGlyphsApp
LtnLigSmFSmF,f_f,1518.1,1518.1,,,,0066 0066 ,0066 0066,,,NotInGlyphsApp
LtnLigSmFSmF.SItal,f_f.SItal,1518.11,1518.11,ss05,ss05,,0066 0066 ,0066 0066,,,NotInGlyphsApp
LtnSmLigFf,ff,1519.1,1519.1,,,,,,,,NotInGlyphsApp
LtnSmFengDigraph,uni02A9,1520.1,1520.1,,,,,,02A9,fengdigraph,
ModSmFengDigraph,u10790,1520.23,1520.23,,,,,,10790,fengdigraphmod,
LtnSmFengDigraphTrill,u1DF00,1521.1,1521.1,,,,,,1DF00,fengdigraphetrill,
LtnSmLngS,longs,1530.1,1530.1,,,,,,017F,longs,
LtnSmLngSDotAbv,uni1E9B,1530.371,1530.371,,,,,,1E9B,longsdotaccent,
LtnSmLngSHighStrk,uni1E9D,1530.72,1530.72,,,,,,1E9D,longshighstroke,
LtnSmLngSDiagStrk,uni1E9C,1530.75,1530.75,,,,,,1E9C,longsdiagonalstroke,
CySmGhe,uni0433,1540.1,1540.1,,,,,,0433,ge-cy,
CySubSmGhe,u1E054,1540.11,1540.11,,,,,,1E054,ghesubscript-cy,
ModCySmGhe,u1E033,1540.12,1540.12,,,,,,1E033,ghemod-cy,
CySmGhe.Serb,uni0433.Serb,1540.15,1540.15,cv84,cv84,,0433,0433,,ge-cy.Serb,
CySubSmGhe.Serb,u1E054.Serb,1540.151,1540.151,cv84,cv84,,1E054,1E054,,ghesubscript-cy.Serb,
ModCySmGhe.Serb,u1E033.Serb,1540.152,1540.152,cv84,cv84,,1E033,1E033,,ghemod-cy.Serb,
CySmGje,uni0453,1540.2,1540.2,,,,,,0453,gje-cy,
CySmGje.Serb,uni0453.Serb,1540.25,1540.25,cv84,cv84,,0453,0453,,gje-cy.Serb,
CySmGheUpturn,uni0491,1540.3,1540.3,,,,,,0491,geupturn-cy,
CySubSmGheUpturn,u1E067,1540.31,1540.31,,,,,,1E067,geupturnsubscript-cy,
CySmGheDesc,uni04F7,1540.4,1540.4,,,,,,04F7,gedescender-cy,
CySmGheStrk,uni0493,1540.5,1540.5,,,,,,0493,gestroke-cy,
CySmGheStrk.SItal,uni0493.SItal,1540.51,1540.51,ss05,ss05,,0493,0493,,gestroke-cy.SItal,
CySmGheStrkDesc,uniF327,1540.6,1540.6,,,,,,,,NotInGlyphsApp
CySmGheStrkDesc.SItal,uniF327.SItal,1540.61,1540.61,ss05,ss05,,F327,F327,,,NotInGlyphsApp
CySmGheStrkHook,uni04FB,1540.7,1540.7,,,,,,04FB,gestrokehook-cy,
CySmGheStrkHook.SItal,uni04FB.SItal,1540.71,1540.71,ss05,ss05,,04FB,04FB,,gestrokehook-cy.SItal,
ModCapF,F.sup,1550.23,1550.23,,,,,,A7F3,Fmod,SuffixMismatch
LtnSmCapF,uniA730,1550.26,1550.26,,,,,,A730,Fsmall,
LtnCapFDotAbv,uni1E1E,1550.371,1550.371,,,,,,1E1E,Fdotaccent,
FrenchFrancSgn,franc,1550.73,1550.73,,,,,,20A3,franc,
LtnCapFHook,uni0191,1550.85,1550.85,,,,,,0191,Fhook,
LtnCapFHookStrk,uniA798,1550.9,1550.9,,,,,,A798,FStroke,
LtnCapRevF,uniA7FB,1570.1,1570.1,,,,,,A7FB,Fepigraphicreversed,
CyCapGhe,uni0413,1590.1,1590.1,,,,,,0413,Ge-cy,
GrCapGamma,Gamma,1590.16,1590.16,,,,,,0393,Gamma,
GrSmCapGamma,uni1D26,1590.1626,1590.1626,,,,,,1D26,Gammasmall,
CyCapGje,uni0403,1590.2,1590.2,,,,,,0403,Gje-cy,
CyCapGheUpturn,uni0490,1590.3,1590.3,,,,,,0490,Geupturn-cy,
CyCapGheDesc,uni04F6,1590.4,1590.4,,,,,,04F6,Gedescender-cy,
CyCapGheStrk,uni0492,1590.5,1590.5,,,,,,0492,Gestroke-cy,
CyCapGheStrkDesc,uniF326,1590.6,1590.6,,,,,,,,NotInGlyphsApp
CyCapGheStrkHook,uni04FA,1590.7,1590.7,,,,,,04FA,Gestrokehook-cy,
LtnSupSmG,uni1D4D,1600.22,1600.22,,ss01,,,1D4D,1D4D,gmod,
LtnSupSmG.SngBowl,uni1D4D.SngBowl,1600.2214,1600.2214,ss01,,,1D4D,,,gmod.SngBowl,
CombLtnSmG,uni1DDA,1600.24,1600.24,,ss01,,,1DDA,1DDA,gcomb,
LtnSmGAcute,uni01F5,1600.311,1600.311,,ss01,,,01F5,01F5,gacute,
LtnSmGCircum,gcircumflex,1600.32,1600.32,,ss01,,,011D,011D,gcircumflex,
LtnSmGBreve,gbreve,1600.332,1600.332,,ss01,,,011F,011F,gbreve,
LtnSmGCaron,gcaron,1600.334,1600.334,,ss01,,,01E7,01E7,gcaron,
LtnSmGMacron,uni1E21,1600.35,1600.35,,ss01,,,1E21,1E21,gmacron,
LtnSmGDotAbv,gdotaccent,1600.371,1600.371,,ss01,,,0121,0121,gdotaccent,
LtnSmGCedilla,gcommaaccent,1600.61,1600.61,,ss01,,,0123,0123,gcommaaccent,
LtnSmGStrk,uni01E5,1600.71,1600.71,,ss01,,,01E5,01E5,gstroke,
LtnSmG.BarBowl,uni01E5.BarBowl,1600.72,1600.72,ss04,ss04,,01E5,01E5,,g.BarBowl,
LtnSmGDiagStrk,uniA7A1,1600.75,1600.75,,ss01,,,A7A1,A7A1,gobliquestroke,
LtnSmGDiagStrk.SngBowl,uniA7A1.SngBowl,1600.7514,1600.7514,ss01,,,A7A1,,,gobliquestroke.SngBowl,
LtnSmG.SngBowl,g.SngBowl,1610.1,74,ss01,,,0067,,,g.SngBowl,
LtnSmScriptG,uni0261,1610.11,1610.11,,,,,,0261,gsingle,
LtnSupSmScriptG,uni1DA2,1610.22,1610.22,,,,,,1DA2,scriptgmod,
CombLtnSmG.SngBowl,uni1DDA.SngBowl,1610.24,1610.24,ss01,,,1DDA,,,gcomb.SngBowl,
LtnSmGAcute.SngBowl,uni01F5.SngBowl,1610.311,1610.311,ss01,,,01F5,,,gacute.SngBowl,
LtnSmGCircum.SngBowl,gcircumflex.SngBowl,1610.32,1610.32,ss01,,,011D,,,gcircumflex.SngBowl,
LtnSmGBreve.SngBowl,gbreve.SngBowl,1610.332,1610.332,ss01,,,011F,,,gbreve.SngBowl,
LtnSmGCaron.SngBowl,gcaron.SngBowl,1610.334,1610.334,ss01,,,01E7,,,gcaron.SngBowl,
LtnSmGMacron.SngBowl,uni1E21.SngBowl,1610.35,1610.35,ss01,,,1E21,,,gmacron.SngBowl,
LtnSmGDotAbv.SngBowl,gdotaccent.SngBowl,1610.371,1610.371,ss01,,,0121,,,gdotaccent.SngBowl,
LtnSmGCedilla.SngBowl,gcommaaccent.SngBowl,1610.61,1610.61,ss01,,,0123,,,gcommaaccent.SngBowl,
LtnSmScriptGPalHook,uni1D83,1610.65,1610.65,,,,,,1D83,gpalatalhook,
LtnSmGStrk.SngBowl,uni01E5.SngBowl,1610.71,1610.71,ss01,,,01E5,,,gstroke.SngBowl,
LtnSmG.BarBowl.SngBowl,uni01E5.BarBowl.SngBowl,1610.72,1610.72,ss01,,,01E5,,,g.BarBowl.SngBowl,
LtnSmGHook,uni0260,1610.81,1610.81,,,,,,0260,ghook,
ModSmGHook,u10793,1610.8123,1610.8123,,,,,,10793,ghookmod,
LtnSmRevScriptG,u1DF01,1611.1,1611.1,,,,,,1DF01,gscriptreversed,
LtnSmTurnedG,uni1D77,1620.1,1620.1,,,,,,1D77,gturned,
LtnSmInsularG,uni1D79,1631.1,1631.1,,,,,,1D79,ginsular,
CombLtnSmInsularG,uni1ACC,1631.24,1631.24,,,,,,,,NotInGlyphsApp
LtnSmTrndInsularG,uniA77F,1632.1,1632.1,,,,,,A77F,gturnedinsular,
CySmKomiSje,uni050D,1640.1,1640.1,,,,,,050D,komisje-cy,
ModCapG,uni1D33,1650.23,1650.23,,,,,,1D33,Gmod,
LtnSmCapG,uni0262,1650.26,1650.26,,,,,,0262,Gsmall,
ModSmCapG,u10792,1650.2623,1650.2623,,,,,,10792,Gsmallmod,
LtnCapGAcute,uni01F4,1650.311,1650.311,,,,,,01F4,Gacute,
LtnCapGCircum,Gcircumflex,1650.32,1650.32,,,,,,011C,Gcircumflex,
LtnCapGBreve,Gbreve,1650.332,1650.332,,,,,,011E,Gbreve,
LtnCapGCaron,Gcaron,1650.334,1650.334,,,,,,01E6,Gcaron,
LtnCapGMacron,uni1E20,1650.35,1650.35,,,,,,1E20,Gmacron,
LtnCapGDotAbv,Gdotaccent,1650.371,1650.371,,,,,,0120,Gdotaccent,
LtnCapGCedilla,Gcommaaccent,1650.61,1650.61,,,,,,0122,Gcommaaccent,
LtnCapGStrk,uni01E4,1650.72,1650.72,,,,,,01E4,Gstroke,
LtnCapGDiagStrk,uniA7A0,1650.75,1650.75,,,,,,A7A0,Gobliquestroke,
LtnCapGHook,uni0193,1650.81,1650.81,,,,,,0193,Ghook,
LtnSmCapGHook,uni029B,1650.8126,1650.8126,,,,,,029B,Gsmallhook,
ModSmCapGHook,u10794,1650.812623,1650.812623,,,,,,10794,Gsmallhookmod,
LtnSmCapTurnedG,u1DF02,1651.1,1651.1,,,,,,1DF02,Gsmallturned,
LtnCapScriptG,uniA7AC,1655.1,1655.1,,,,,,A7AC,Gsingle,
MathFrktCapG,u1D50A,1660.1,1660.1,,,,,,1D50A,G-fraktur,
GuaraniSign,uni20B2,1670.1,1670.1,,,,,,20B2,guarani,
LtnCapInsularG,uniA77D,1680.1,1680.1,,,,,,A77D,Ginsular,
LtnCapTrndInsularG,uniA77E,1681.1,1681.1,,,,,,A77E,Gturnedinsular,
CyCapKomiSje,uni050C,1690.1,1690.1,,,,,,050C,Komisje-cy,
LtnSubSmH,uni2095,1700.21,1700.21,,,,,,2095,hinferior,
ModSmH,uni02B0,1700.23,1700.23,,,,,,02B0,hmod,
CombLtnSmH,uni036A,1700.24,1700.24,,,,,,036A,hcomb,
LtnSmHCircum,hcircumflex,1700.32,1700.32,,,,,,0125,hcircumflex,
LtnSmHCaron,uni021F,1700.334,1700.334,,,,,,021F,hcaron,
LtnSmHDiaer,uni1E27,1700.36,1700.36,,,,,,1E27,hdieresis,
LtnSmHDotAbv,uni1E23,1700.371,1700.371,,,,,,1E23,hdotaccent,
LtnSmHBreveBlw,uni1E2B,1700.432,1700.432,,,,,,1E2B,hbrevebelow,
LtnSmHLineBlw,uni1E96,1700.45,1700.45,,,,,,1E96,hmacronbelow,
LtnSmHDotBlw,uni1E25,1700.471,1700.471,,,,,,1E25,hdotbelow,
LtnSmHCedilla,uni1E29,1700.61,1700.61,,,,,,1E29,hcedilla,
LtnSmHPalHook,uniA795,1700.65,1700.65,,,,,,A795,hPalatalhook,
LtnSmHStrk,hbar,1700.72,1700.72,,,,,,0127,hbar,
LtnSmHStrk.VertStrk,hbar.VertStrk,1700.73,1700.73,cv28,cv28,,0127,0127,,hbar.VertStrk,
CySmTshe,uni045B,1700.7415,1700.7415,,,,,,045B,tshe-cy,
ModSmHStrk,u10795,1700.7423,1700.7423,,,,,,10795,hbarmod,
CySmDje,uni0452,1700.7485,1700.7485,,,,,,0452,dje-cy,
LtnSmHHook,uni0266,1700.81,1700.81,,,,,,0266,hhook,
ModSmHHook,uni02B1,1700.8123,1700.8123,,,,,,02B1,hhookmod,
LtnSmHeng,uniA727,1700.85,1700.85,,,,,,A727,heng,
ModSmHeng,uniAB5C,1700.8523,1700.8523,,,,,,AB5C,hengmod,
LtnSmHengHook,uni0267,1700.87,1700.87,,,,,,0267,henghook,
ModSmHengHook,u10797,1700.8723,1700.8723,,,,,,10797,henghookmod,
LtnSmHDesc,uni2C68,1700.89,1700.89,,,,,,2C68,hdescender,
LtnSmHv,uni0195,1700.92,1700.92,,,,,,0195,hwair,
LtnSmHalfH,uni2C76,1701.1,1701.1,,,,,,2C76,halfh,
LtnSmTurnedH,uni0265,1710.1,1710.1,,,,,,0265,hturned,
ModSmTurnedH,uni1DA3,1710.23,1710.23,,,,,,1DA3,hturnedmod,
LtnSmTurnedHFishhook,uni02AE,1710.81,1710.81,,,,,,02AE,hturnedfishhook,
LtnSmTurnedHFishhookTail,uni02AF,1710.87,1710.87,,,,,,02AF,hturnedfishhookandtail,
CySmShha,uni04BB,1720.1,1720.1,,,,,,04BB,shha-cy,
CySmShha.UCStyle,uni04BB.UCStyle,1720.11,1720.11,cv81,cv81,,04BB,04BB,,shha-cy.UCStyle,
CySmGheMiddleHook,uni0495,1720.2,1720.2,,,,,,0495,gemiddlehook-cy,
CySmShhaDesc,uni0527,1720.3,1720.3,,,,,,0527,shhadescender-cy,
CySmEn,uni043D,1725.1,1725.1,,,,,,043D,en-cy,
CySmLigEnGhe,uni04A5,1725.2,1725.2,,,,,,04A5,enge-cy,
CySmEnDesc,uni04A3,1725.3,1725.3,,,,,,04A3,endescender-cy,
CySmEnTail,uni04CA,1725.4,1725.4,,,,,,04CA,entail-cy,
CySmNje,uni045A,1725.5,1725.5,,,,,,045A,nje-cy,
CySmEnHook,uni04C8,1725.6,1725.6,,,,,,04C8,enhook-cy,
CySmEnLftHook,uni0529,1725.65,1725.65,,,,,,0529,enlefthook-cy,
CySmKomiNje,uni050B,1725.7,1725.7,,,,,,050B,kominje-cy,
CySmEnMiddleHook,uni0523,1725.8,1725.8,,,,,,0523,enmiddlehook-cy,
CySmPe,uni043F,1730.1,1730.1,,,,,,043F,pe-cy,
CySubSmPe,u1E05D,1730.11,1730.11,,,,,,1E05D,pesubscript-cy,
ModCySmPe,u1E03D,1730.12,1730.12,,,,,,1E03D,pemod-cy,
CySmPe.Serb,uni043F.Serb,1730.15,1730.15,cv84,cv84,,043F,043F,,pe-cy.Serb,
CySubSmPe.Serb,u1E05D.Serb,1730.151,1730.151,cv84,cv84,,1E05D,1E05D,,pesubscript-cy.Serb,
ModCySmPe.Serb,u1E03D.Serb,1730.152,1730.152,cv84,cv84,,1E03D,1E03D,,pemod-cy.Serb,
CySmPeDesc,uni0525,1730.189,1730.189,,,,,,0525,pedescender-cy,
CySmPeMiddleHook,uni04A7,1730.2,1730.2,,,,,,04A7,pemiddlehook-cy,
CySmDzhe,uni045F,1730.3,1730.3,,,,,,045F,dzhe-cy,
CySubSmDzhe,u1E06A,1730.31,1730.31,,,,,,1E06A,dzhesubscript-cy,
CySmTse,uni0446,1730.4,1730.4,,,,,,0446,tse-cy,
CySubSmTse,u1E062,1730.41,1730.41,,,,,,1E062,tsesubscript-cy,
ModCySmTse,u1E044,1730.42,1730.42,,,,,,1E044,tsemod-cy,
CySmSha,uni0448,1730.5,1730.5,,,,,,0448,sha-cy,
CySubSmSha,u1E064,1730.51,1730.51,,,,,,1E064,shasubscript-cy,
ModCySmSha,u1E046,1730.52,1730.52,,,,,,1E046,shamod-cy,
CySmShcha,uni0449,1730.6,1730.6,,,,,,0449,shcha-cy,
GrSmCapPi,uni1D28,1730.7,1730.7,,,,,,1D28,Pismall,
CyCapEn,uni041D,1750.15,1750.15,,,,,,041D,En-cy,
GrCapEta,Eta,1750.16,1750.16,,,,,,0397,Eta,NotInUfo
ModCapH,uni1D34,1750.23,1750.23,,,,,,1D34,Hmod,
ModCySmEn,uni1D78,1750.231,1750.231,,,,,,1D78,enmod-cy,
LtnSmCapH,uni029C,1750.26,1750.26,,,,,,029C,Hsmall,
LtnCapHCircum,Hcircumflex,1750.32,1750.32,,,,,,0124,Hcircumflex,
LtnCapHCaron,uni021E,1750.334,1750.334,,,,,,021E,Hcaron,
LtnCapHDiaer,uni1E26,1750.36,1750.36,,,,,,1E26,Hdieresis,
LtnCapHDotAbv,uni1E22,1750.371,1750.371,,,,,,1E22,Hdotaccent,
LtnCapHBreveBlw,uni1E2A,1750.432,1750.432,,,,,,1E2A,Hbrevebelow,
LtnCapHDotBlw,uni1E24,1750.471,1750.471,,,,,,1E24,Hdotbelow,
LtnCapHCedilla,uni1E28,1750.61,1750.61,,,,,,1E28,Hcedilla,
LtnCapHStrk,Hbar,1750.71,1750.71,,,,,,0126,Hbar,
LtnCapHStrk.VertStrk,Hbar.VertStrk,1750.72,1750.72,cv28,cv28,,0126,0126,,Hbar.VertStrk,
ModSmCapH,u10796,1750.74,1750.74,,,,,,10796,Hsmallmod,
ModSmCapHDblStrk,uniA7F8,1750.7423,1750.7423,,,,,,A7F8,Hbarmod,
LtnCapHHook,uniA7AA,1750.81,1750.81,,,,,,A7AA,Hhook,
LtnCapHeng,uniA726,1750.85,1750.85,,,,,,A726,Heng,
LtnCapHDesc,uni2C67,1750.89,1750.89,,,,,,2C67,Hdescender,
LtnCapHwair,uni01F6,1750.92,1750.92,,,,,,01F6,Hwair,
LtnCapHalfH,uni2C75,1751.1,1751.1,,,,,,2C75,Halfh,
LtrBlackCapH,uni210C,1752.1,1752.1,,,,,,210C,H-fraktur,
CyCapEnLftHook,uni0528,1755.55,1755.55,,,,,,0528,EnLeftHook-cy,
LtnCapTurnedH,uniA78D,1760.1,1760.1,,,,,,A78D,Hturned,
CyCapShha,uni04BA,1770.1,1770.1,,,,,,04BA,Shha-cy,
CyCapGheMiddleHook,uni0494,1770.2,1770.2,,,,,,0494,Gemiddlehook-cy,
CyCapShhaDesc,uni0526,1770.3,1770.3,,,,,,0526,Shhadescender-cy,
CyCapLigEnGhe,uni04A4,1775.1,1775.1,,,,,,04A4,EnGe-cy,
CyCapEnDesc,uni04A2,1775.2,1775.2,,,,,,04A2,Endescender-cy,
CyCapEnTail,uni04C9,1775.3,1775.3,,,,,,04C9,Entail-cy,
CyCapNje,uni040A,1775.4,1775.4,,,,,,040A,Nje-cy,
CyCapEnHook,uni04C7,1775.5,1775.5,,,,,,04C7,Enhook-cy,
CyCapKomiNje,uni050A,1775.6,1775.6,,,,,,050A,Kominje-cy,
CyCapEnMiddleHook,uni0522,1775.8,1775.8,,,,,,0522,Enmiddlehook-cy,
CyCapPe,uni041F,1780.1,1780.1,,,,,,041F,Pe-cy,
CyCapPeDesc,uni0524,1780.189,1780.189,,,,,,0524,Pedescender-cy,
CyCapPeMiddleHook,uni04A6,1780.2,1780.2,,,,,,04A6,Pemiddlehook-cy,
CyCapDzhe,uni040F,1780.3,1780.3,,,,,,040F,Dzhe-cy,
CyCapTse,uni0426,1780.4,1780.4,,,,,,0426,Tse-cy,
CyCapSha,uni0428,1780.5,1780.5,,,,,,0428,Sha-cy,
CyCapShcha,uni0429,1780.6,1780.6,,,,,,0429,Shcha-cy,
GrCapPi,Pi,1780.7,1780.7,,,,,,03A0,Pi,
LtnSmI.SItal,i.SItal,1800.11,1800.11,ss05,ss05,,0069,0069,,i.SItal,
CySmByelorusUkrainI,uni0456,1800.15,1800.15,,,,,,0456,i-cy,
SmRomNumOne,uni2170,1800.19,1800.19,,,,,,2170,one-roman,
LtnSubSmI,uni1D62,1800.21,1800.21,,,,,,1D62,isubscript,
CySubSmByelorusUkrainI,u1E068,1800.211,1800.211,,,,,,1E068,isubscript-cy,
